Restaurant,Address,Latitude,Longitude,Cusines,Photo_reference,Google_map_link
Asian Market Cafe,"80 Bras Basah Rd, Singapore 189560",1.293396,103.8534619,"Buffet, Malaysian, Fusion, International, Seafood, Vegetarian Friendly, Local, Southeast Asian",ATtYBwL_5JZppA5-asIvetS9ndx2o--aTG7AfC9baE28F1J0aSGrZ7DU3npEnSINJHNFruf_i2hicYnUZmlMX8LuZFN2FTAPRU2rmsTA2QaNaj_oPqSe7EQYubhhKyBgUJKnQ3IK1AUO8uPd6ydvfpU0vKz7XA4UVpOxB-qlbgAlu4WXru4k,https://www.google.com/maps/search/?api=1&query=Asian+Market+Cafe
Atlas Coffeehouse,"6 Duke's Rd, Singapore 268886",1.3228827,103.811981,"Fusion, All-Day Breakfast, Vegetarian Friendly, Cafe",ATtYBwKnKyH5VSDwuwpXizHXCU0l-WxqZBfr6saBB5awdbwM4kS_kb5EwiE-dTcc6cHFzqDZ9UTLeOpvE649_HqG-EHz5wqKOZmp8nXIO_OZ3FmAm6QVzhoMAO0eoaCnlO2ZMCl9z_bKTZ0Q2KLbT40-vkarW_ls8SkzLB1oYGsJr63B0OCJ,https://www.google.com/maps/search/?api=1&query=Atlas+Coffeehouse
Atrium Bar 317,"317 Outram Rd, Singapore 169075",1.2890031,103.8341571,"American, Bar, Local",ATtYBwK36rYIn1XbrFw2rjOUjggTDlb0Y6UgqVupFERrfCbGDRJRs7_KKJ1ohyEk5EEsZcOktrDgdfTY_h5tDkXU_t8fYRbjHE5md6zJZBE_TTe5qP94rLSplgk6PMGKHFgzgyC4BqrjbtS_phv3wJ5EqMhRUxiyigOtI0gsRNsIk2y7FtSW,https://www.google.com/maps/search/?api=1&query=Atrium+Bar+317
Atrium Restaurant,"317 Outram Rd, Singapore 169075",1.2888829,103.834153,"Buffet, Fusion, International, Seafood, All-Day Breakfast, Vegetarian Friendly, Local, Halal Certified, Cafe",ATtYBwKAQAVTU0vLgP18wk8fgiOv4QAnY2wWpyzY_-adY2edCqIkaRxQsZQTN95brP2HBVs7jA7a_9m0k1HYXDOwyULioiaCPnhXTmSaMxYUIp7wbUIsOGCml3aHgOmCXEXQOqJBRo92Z5K2mLgVuXlr8fLlwnRJJtOZ29raPpa73UMlV8WD,https://www.google.com/maps/search/?api=1&query=Atrium+Restaurant
Auntie's Wok & Steam,"5 Fraser St, Level 25, Singapore 189354",1.2992107,103.8577253,"Chinese, International, Vegetarian Friendly, Local",ATtYBwJzwCernRjXIvoelSEMHsbetUAhl6r7gLqztK_AJmXuC3JHHMam5GtXyDvZJQyC4dv53b5pdNJCayBNLcqLHGJ3pq9SMitU6E4H26cA14vbuFrz4Teaj0NjV9QIraJ7vZBePvgS2Y-KV8mJT8ve7Xqyfl-yYDs9RTBlS3eq-Q5s2QA8,https://www.google.com/maps/search/?api=1&query=Auntie%27s+Wok+%26+Steam
Avenue 87,"47 Amoy St, Singapore 069873",1.2804021,103.8469907,"Bar, Modern Asian",ATtYBwIjL-9lzW_mRBCFZRC0CNkX_u4L1fkOdWaYNnAjZjfAP7JWNE4NTbWDojy2c8jx_Wrx0xurUlKiog0FbNTFEQyfmcP_p9_jM7TyzxiJmLK8aNs--g_XjfJ-qWJiInr_EKP-deVNRiSQsA2Y1ocVWs1TgdJWVebUULZ63tNDbD--Gwy6,https://www.google.com/maps/search/?api=1&query=Avenue+87
Awadh,"176 Orchard Road, #01, 33H The Centrepoint, Singapore 238843",1.3024213,103.839922,Indian,ATtYBwI7OSik6KZjDO1_R7hlBGJSiq7L7IJLoY8NoYYmPSsvfRhw3V6CTiMEBkg3zyh0wjigj6yVmf1q6YNDw3NkatE27x0n2SoO8j_Ww8BBIslbM8Ipu9DHlso0SdQBg3msF6m0TXe23eyScD_XYc6SR0EyFMq9HjGC79Z64BeMR-bFma2t,https://www.google.com/maps/search/?api=1&query=Awadh
Awfully Chocolate (Greenwich V),"1 Seletar Rd, #02-02, Singapore 807011",1.387699,103.8692972,Cafe,ATtYBwINFNlgjN6nvyZ7jcd9W2Q_eQuFSlb-8DpQHgVZrC7bsiljfZj4w8TrnSGIzA_A7HOyLdmef77A2mNIuVWbTGyte5wxtS9WoO1f5bB_pDvXnXcA878N9LNUMYYHlxeS4xh7v-i8JoEQ4FNPgWRoE670WORPhOMi2X53P47ueZFSFAXp,https://www.google.com/maps/search/?api=1&query=Awfully+Chocolate+%28Greenwich+V%29
Azmaya,"30 Robertson Quay, #01-12, Singapore 238251",1.291138,103.841143,"Buffet, Japanese",ATtYBwJn-3nhppHHf2V_5N9Eas8OAcu3VfN4u0MQ-KGUGp_24LANvnoMFz33M1B9M-fVWAR95qLfUidp6X7N9ck2kKqLrRDnaGetLOImd9kaQdaNOFb4iHl5TK6ANhiBxS6NXv96wDSzqXLUKOYImAiEU_VOPhMhq4V2PjcZZUwkBHvsPnM_,https://www.google.com/maps/search/?api=1&query=Azmaya
Azmaya Honten (Cuppage Plaza),"5 Koek Rd, 228796 03-24, 29 Cuppage Rd, Cuppage Plaza, Singapore 229456",1.3018812,103.8407048,"Buffet, Japanese, Steamboat",ATtYBwLTvD8uhV2-9NaQO0HbkerP6RC1OZ4y-KZ_fkm3Qg3DO6KGbxtZqgEU0hXGPZO0kiCrDYldBP_ky9xZ3h9uveOFmj1v1k1nEQj9nLkn_6hE_QDQD8Drg2_j5mlH3N7PfEGeRwihgUObzC66WeH23rwOr6HJst2gyShHSFnDuSWAgCBD,https://www.google.com/maps/search/?api=1&query=Azmaya+Honten+%28Cuppage+Plaza%29
Baba Chews Bar and Eatery,"86 E Coast Rd, Katong Square, Singapore 428788",1.3050837,103.9041376,Modern Asian,ATtYBwKMeKXCi8f_qdWhj8aJMCfBnm1WPlbPCk6Lsx0aBqRD7DWfHVnrxCHCUnX5dRFvoq2kKZtC4ggNuG5K4FvkWT4apF_2g712HW3gxVbrFOdzcuUZ7FVoYtZ4cgZsRBFPtcanA9zBq6l6Tq3iVvkEhfdeE--jsUhMDzX_1UWL2L5bGJAv,https://www.google.com/maps/search/?api=1&query=Baba+Chews+Bar+and+Eatery
Baci Baci,"27 Lichfield Rd, Singapore 556847",1.3649161,103.8702417,Italian,ATtYBwLh2XXbiaHPXWV2SpXzOngu4Tmv0rnwl2TsY0bycNK6ttyCoufO0Aje443i0-hLKKZ5ftjZ-_CsNs005u8DEAxqLCBbrOf1YO8SAfiPsXflHVFFcwmtM4C4YarS9eHHG3Qq-5V8vVe6peWFU6KCuB21irEChUFs2sJcBs79MwMLfZfK,https://www.google.com/maps/search/?api=1&query=Baci+Baci
Bakalaki Greek Taverna,"3 Seng Poh Rd, Singapore 168891",1.2855671,103.8340864,Greek,ATtYBwJ4YqDd3F-OApgPi6bRdmobqFhhbAafarCIFPGqwP_3LMlnjLw-mKxrpZGYbTEElTZn19c1E_5GKJseStdN1cwODJ4yOBaZ57lOEehnfVkc-918o403_TYY_oLuoWjNBwAPK-DFmalw_U8u9YfrLBgEoIcGPv2cGsiROb8VQ8ThLHF8,https://www.google.com/maps/search/?api=1&query=Bakalaki+Greek+Taverna
Bali Thai (Causeway Point),"1 Woodlands Square, #05-05, Singapore 738099",1.4360092,103.7860308,"Indonesian, Thai, Fusion, Halal Certified",ATtYBwI8xBeia0Xnz2vHsiyhli1SqPfgjllkC1zPuMjwYunmMsAQW9JDgwyJr9GRhf-TRHEU5vRUhegL-8qJ_7kFkQFka7kjG92qyd5DlrL5TN2OB28fZqvXHdOc6Ayf77hCkLzB_xEPKIeeO2lysV_HlLCAUx18xFAp7Rr9x1goKpg1Ht76,https://www.google.com/maps/search/?api=1&query=Bali+Thai+%28Causeway+Point%29
Bali Thai (NEX),"23 Serangoon Central, #02-13, Singapore 556083",1.350872,103.872287,"Indonesian, Thai, Fusion, Halal Certified",ATtYBwI6IDIvPVr0UHXo3nmHyp0mcmsATp2o5Nhlswy6lCLj_C5_hfLNQdZ1EZU6DbKZnyj1bPGy09nvXt454VS8OrWGmMNVOs4zl2zuRGQp3ibiyhwPcKy41__pQ1Px5dXHD2PO3QGU9jlUUhtxNDwWl4GooyYD5s1szwQnzl6OPO7FORQ3,https://www.google.com/maps/search/?api=1&query=Bali+Thai+%28NEX%29
Bali Thai (Ngee Ann City),"391A Orchard Road #05-29, Ngee Ann City Podium Blk, Singapore 238873",1.3023062,103.8347145,"Indonesian, Thai, Fusion, Halal Certified",ATtYBwLalVG6kbPcrSNh7L4yyhGr35ZIU1yB-wbIKDK_xeNryVCnPNU8dNsj8kRcGGyyUiHcCZYSNyCWKxrKKQrRh3uHgyQEObT0nC9tt6KLktA8TQejFU7ThzcQHp9Ls2QpuSPzMOfx6oaMRtcZAwIRrZj9nwSkna_QAJImrHGGx2v8iB-a,https://www.google.com/maps/search/?api=1&query=Bali+Thai+%28Ngee+Ann+City%29
Bali Thai (Suntec City),"3 Temasek Blvd, #B1-121, Singapore 038983",1.2944934,103.8582315,"Indonesian, Thai, Fusion, Halal Certified",ATtYBwIZSrljDBy25g_UjyHv666aUVkBxOD2UWAenael95oVlToPUuUGvSfd-OQiywURtywRvyoXb0L03rtxlQLSIcdtInm05nXYviYeWO4CbuerPfc6OdUV8SKbr8W0iEBTtLdoETB8dB98NWjYfVI9QPYmr47OTFVbesogka9LOwpf4Jw4,https://www.google.com/maps/search/?api=1&query=Bali+Thai+%28Suntec+City%29
Bali Thai (Waterway Point),"83 Punggol Central, #B1-13, Singapore 828761",1.4068041,103.9019969,"Indonesian, Thai, Fusion, Halal Certified",ATtYBwJHsbfcHDqJ-ZCMeJs5IrvebzsRR02y61zOVQHhEYjpe2pEnNbDIY9BJOER9B611bZp_EMnHXgjASdWCNUJwoYtxP-0yUjIpMv4TXS3bHbTB9jZqHfODOXHhYLgoMaS5BkCIibf6vat0YYs0Ng2u5Ii3tPhNUAk4JY7GdoOguOokY_k,https://www.google.com/maps/search/?api=1&query=Bali+Thai+%28Waterway+Point%29
BAM! Restaurant,"38 Tras St, Singapore 078977",1.2784306,103.8443293,"Spanish, Vegetarian Friendly",ATtYBwIR-FZr-PwWbNH57K6nVpodphwkBoGS7nbptQIqrqZEd7W9paokusSiKZh92eLZyqTe7gws28sux1MdbpRCaqqsRNw2YjvjdnXXum1PsAXNt0aK8hQ1ebVXz1eCqTti-nFK39mTIpIJIX3fopE94tqH1B_F5M01cXae6H0lcKyuRcYt,https://www.google.com/maps/search/?api=1&query=BAM%21+Restaurant
The Banana Leaf Apolo (Parkway Parade),"54 Race Course Rd, Singapore 218564",1.3083862,103.8510564,Indian,ATtYBwKgLIMLl5ZdKlTDQs2b8-5tTJrmoxInOFtF742iSsRbbADhCWbPWL0kGvIb3PHhR_667Rea3X87aOGkap1K-mesCQ2SbtJW2-_DKxcNOaOci4L9i7vT_TXsn2Cb3X4CKN5JBIW12IY-_vCWftMJKkEwQs6ccoApQ9F1nBHbqq42kd-4,https://www.google.com/maps/search/?api=1&query=The+Banana+Leaf+Apolo+%28Parkway+Parade%29
Bangkok Jam (Bukit Panjang Plaza),"1 Jelebu Rd Bukit Panjang Plaza #02-18, Singapore 677743",1.3799623,103.7643089,Thai,ATtYBwIJAyyULWGMcoyeCpWVHiAXdnR0iuJhHn_xyR9u0i49ftC-lh9n6_zNUp9zCqqGkChjftKQBVW8zi2ARADFWtNnUoe5wTn-oCo-dD6D7444J2C_Q8LDy3iqGCqB184loIcnabhyrvTgAijbr7hVz1MzfGMYZoQVa7h_K4JccObeAGUz,https://www.google.com/maps/search/?api=1&query=Bangkok+Jam+%28Bukit+Panjang+Plaza%29
Bangkok Jam (Great World City),"1 Kim Seng Promenade, Singapore 237994",1.2936417,103.8319293,"Thai, Fusion",ATtYBwJXLR8u8J6axbAE-e5bntPEitStRrCrNpqLJ2ED2UEbQCpYdtqxus1788ZANXTdENkhDFmiZ0GpPqglUdwltI9ueElrS7dtEehzEz2EydQ3z8nBqMpxkgwsDQQaaDD9EFcbjO68j-bD9AGQ1uLwZknH13iYDFNioiDIx1QMgoNTTHEQ,https://www.google.com/maps/search/?api=1&query=Bangkok+Jam+%28Great+World+City%29
Bangkok Jam (Marina Square),"6 Raffles Blvd, Singapore 039594",1.292225,103.856604,Thai,ATtYBwLvK_rNrLQDDUcrI9Hj5TdH5TphwWGpXHqQLVm4DK20Xjg2_9mHTrf5hLu1ILhx1eYiWoGIKGPr-GlXePqZiA6y17VV-yFCmdqASYSPVpMQf0utdZh60Y8h1_8KDkl3Hmkq3RwXdmoJO_qSx8zQSc4S8VV16jBcRwlUAX4-k1yaH1p6,https://www.google.com/maps/search/?api=1&query=Bangkok+Jam+%28Marina+Square%29
Bangkok Jam (Plaza Singapura),"68 Orchard Road, Plaza Singapura #03-85, Singapore 238839",1.3006954,103.84475,Thai,ATtYBwKMQAFG-v9MTlpwj_H3v_KBxN4Dr4egxX9cQBBmVcm-E-BZiOeWmzxYEpvdSDF7-vkrirMKrN1AMyAwwpCkmCmDzLsz-KLuzF3iTk8wO7MKDdYL-USwkLOmyqFLxTMPaAAKdsVTRWGox1G4zihopa0pAURJLxqjJ9wA9YrCIB4xwT-e,https://www.google.com/maps/search/?api=1&query=Bangkok+Jam+%28Plaza+Singapura%29
Bao Makers,"4 Jiak Chuan Rd, Singapore 089261",1.2796626,103.841782,"Bar, Cafe",ATtYBwKnUfeXGWQaoPXUm9yRBMvrMCgQQc43dDUki5sVVH9kCI3E1D-nO1QF5JuajS_9gl0eEvc01cGZotbc8dqLTAfEx_ThRdphDwHS0y3ftUJHp0twS7QkP2fReLPJk-arUbYMD_N-fBNz7C5_OevyU8KzhnNuewNtidu8SeVP-UojbtlU,https://www.google.com/maps/search/?api=1&query=Bao+Makers
Bar Bar Black Sheep (Bukit Timah),"879 Bukit Timah Rd, Singapore 279892",1.332706,103.7911885,"American, Bar, Indian, Vegetarian Friendly, Southeast Asian, Pizza, Burgers",ATtYBwJM3UIaKE8VWxV_YP8T0DXyvc4I99oZ3Y8oEk5PkFPAfozElmhHz7Lq48gj8-h7zf8fEDEkNLHVuB4g6H3-A56T9QkT4dp6uw7gomxX6ETQi477ZlEnba40kPANmyDT2H5XzjdQylEY9yF0CNfDXQHmOO1x3bwMp9p3Peg3uzJscSHn,https://www.google.com/maps/search/?api=1&query=Bar+Bar+Black+Sheep+%28Bukit+Timah%29
Bar Bar Black Sheep (Robertson Quay),"86 Robertson Quay, #01-04, Singapore 238245",1.2900394,103.8373405,"American, Bar, Indian, Vegetarian Friendly, Local, Southeast Asian, Burgers, BBQ",ATtYBwLsT6zTxVUwoZg4AFtaqpEHGCC4HPWV_m4IeZaJ7jwXWnWUTq23viO-a6XA2FGBlRtq79oG2E8cy1goaAU3U6eEh4UuTywrpCltb8B9-varn2ZbqOLhrMl-liEZEldWGeupf9AcGkDujrzf1b2FBPh6KVfO2yb4gp-A0yqxk1MJzMNN,https://www.google.com/maps/search/?api=1&query=Bar+Bar+Black+Sheep+%28Robertson+Quay%29
Bar Bar Q,"3 Temasek Boulevard #01-602/603 Suntec City, Tower 4, Singapore 038983",1.2951257,103.8594702,"Bar, Chinese, BBQ",ATtYBwLXPWE1Ys-DDkCQuNtqkftKh7qFiUY41SmcEWVqMlaHymqWoSlvDM8JbvmM2PQ66jZ5VcCSLJsDynPaPtjROI1dV5BpPirwbwEOCeSm4j8no0JUF3NDL325wvDhwrPjZld4VgLMA5uFl0JioC_7hsQy4lzvvwfT0b2cs_-w4vUv7XMd,https://www.google.com/maps/search/?api=1&query=Bar+Bar+Q
Bar Canary,"270 Orchard Rd, 4th floor, Singapore 238857",1.3032193,103.8362035,Bar,ATtYBwK0eMnZ88y6EJMIbBBOh-YBbygre3BanVbmh12EEGAqftYCy-B8R_cpet4IzTTCIoqaUrPxuU3I49nuBt8rUPuQb5Eu7lmQqQnEHCaj-ccjVq5m7nGFtnf2iQJdDkuMQh1P6P-6InSMR5DRp2Aon-Jbsbr0WczQUkjy21LaIbk-k2eB,https://www.google.com/maps/search/?api=1&query=Bar+Canary
Bar Rouge,"2 Stamford Rd, Level 71 Swissotel The Stamford, Singapore 178882",1.2933597,103.8531036,Bar,ATtYBwK8QM9PxSBCXQ1ETGr_icf39UiKY9HLvICN91VtNa97oFLcrZzjvfHOUMnNlNTIy3D99a_cZz71wffe3_gwEKipR22dUXQohrnaU03TmGFl55_gV0IFlJ-wP8YND3Cp2ElaCrJLoaCaz46MjnTw_2lZnN6rHaWJBZ3JVqlMzroR2H5Q,https://www.google.com/maps/search/?api=1&query=Bar+Rouge
Bar-beque,"46 Prinsep St, #01-01/#02-01, Singapore 188675",1.2996337,103.8497123,"Bar, Chinese, Malaysian, Seafood, Local, Peranakan, Zi Char, BBQ",ATtYBwLp3i_Co2qWW_pVg2-GRnoeP3yuMVBx8iLqv9NmyggVvjFvb8Cjc5ohs79gltWmmF13GXdKW2hM1sM-1q77rAhltBvIxu4JnbCKiFZHez3KcPgWvFBwKAcYYiPef9GzIvVG2z0oAMI2W0aQs9eenLttCEWIgWbNcQbasFuinbBF3xHk,https://www.google.com/maps/search/?api=1&query=Bar-beque
Bar-Roque Grill,"165 Tg Pagar Rd, #01-00, Singapore 088539",1.2750316,103.8435506,"Bar, Modern European, French",ATtYBwINOzcG34TIOs0z4nPPqPjurdJYwz3eyuSkh4fRQDAqu0vVowC4XS8h2BeJvEf5TBKjmheOs5HmgMdHeJ4Ff9e3moiAPCxcqvrmx8b6_qTIVcEelcL7dWtYl-SW_E9TpLwVXmhBGcuN5S4MdUQUA14KGouWEkcWNCrEsLvRhgM_mVEm,https://www.google.com/maps/search/?api=1&query=Bar-Roque+Grill
Barossa Bar & Grill (VivoCity),"1 HarbourFront Walk, #01-161/162 Vivocity, Singapore 098585",1.2647884,103.822894,"Bar, Australian, Steakhouse, Burgers",ATtYBwJ7x1FZHunUPFLZdOd7M33K6hrD-vA8yKpcibQYbsR7c6bAyMEMN_IX8fz05K6QzBz0wGa6vlQKMZ-2sFVVcaylVLO004B0WFv2jXpIj6LC1wNjPpUrwaJQYqKtVjkj6X-vNLszToEBk6dTw7bZajbTYUDbNnTa5l8-MM9gXOj5QouS,https://www.google.com/maps/search/?api=1&query=Barossa+Bar+%26+Grill+%28VivoCity%29
Bar·Celona,"21 Duxton Hill, Singapore 089604",1.2784898,103.8424823,"Bar, Spanish, Fusion",ATtYBwLRwy502P5hcyt_UrmyzCO2nriT6p2Bhg-0eOzCo95lft87jjZgoeU5LqLyxUc7nU7_35ZnwGpkdi8mx6TwQL0kd-D_I3gfCC9KMh712VEYTSqAXNeXqCCjTdoXrkbt8SSa45zWeG2E0bJPcTjDc-rjSSSI4sxBsCoBlWVU4_JjDGJ4,https://www.google.com/maps/search/?api=1&query=Bar%C2%B7Celona
Basil & Thyme,"ECP, 920 East Coast Park, Singapore 449875",1.2988825,103.90615,"Thai, Fusion, Vegetarian Friendly, Burgers, BBQ",ATtYBwJ1Q0l3d0Wqv-OR6YW-jdu08sTeZJpOvu1Ofsk1Bj93bL8wNjNbMgw_ypsiMIHNwaJjoTDJUgau84c18mwvtvrSvLXioqs7edgGfXDAa0KExveWej7pp0h0gxYYJL7avm1-paGf1od3TOG1MxrTvto4ZcTPGhie8j8WDnZiD4CpDdTT,https://www.google.com/maps/search/?api=1&query=Basil+%26+Thyme
Basilico,"1 Cuscaden Rd, Level 2 Regent Singapore, Cuscaden Rd, Singapore 249715",1.3045226,103.8250848,"Italian, Vegetarian Friendly",ATtYBwJN2YpJLhEpaQ-t1DuKltIEd_WL2BmXTL4v9LYT1f7eZgPkPPDLD01hnyk4O6Zka2bIao3JDRX9_Ls-ZUAzaNbwpz2nKzZssXZKU_YubfzZMffzuSM-2o5erQDMGZ2TBhJV0fLD16HQ1hi_bf3CCS-t-_n6a7ONsbNM8Mj6dI_xPd8H,https://www.google.com/maps/search/?api=1&query=Basilico
Basque Kitchen by Aitor,"97 Amoy St, Singapore 069917",1.2814204,103.8472537,"Spanish, Vegetarian Friendly",ATtYBwLu5gtopi8sldyU0XI_dQ8olrfO5z-JUO3AT82HI9roDX_ed5n0DwzlG_4aERfEt2XPIZvdl0iQwOVP7pXDLyraXc6tJ6fh8jfORkOYw6ANaeDywRNvRVZMV0o9xLn74Yrm3VyStOqm2CzIn1K6sAcHV2OIpwZwKcU8K6-jP4woJPjF,https://www.google.com/maps/search/?api=1&query=Basque+Kitchen+by+Aitor
Bayang,"3A River Valley Rd, #01 - 05, Singapore 179020",1.2898192,103.8451737,Indonesian,ATtYBwKcBanxVZAGIUR9Vxhzb1HPtNsJ08uepV_7SByXGE5jxdtYlrzTJ8IcfmF_C6-BVmtqO5XrGvdIMdhrDBIw1GEmQf39Kr3isrnUiFK3AQNe6kyDX3rspNN8AQyZmJUo0DzjBh2d3mEDK3bQ25jIKFfpKGcZ_4z_OipgpgIojqg0CwjU,https://www.google.com/maps/search/?api=1&query=Bayang
Bayswater Kitchen,"2 Keppel Bay Vista, Singapore 098382",1.2640047,103.8124338,"Bar, Fusion, Seafood",ATtYBwKbfz5HPUrCBtoUCYR-atviK8ywbyFLCEnGnT0jeFBwWkx3JeHOovOX9d7QDExav4GGDaGvGs0jW2J7bMklKTo0tQhhCSVAQFG5qETCc9EK4y6ydSymnv_aq5lhqCwxUSUnRfx5OvSOvkR5ATY-zBtELUt3_uykHovx_oCWH1EbEV4n,https://www.google.com/maps/search/?api=1&query=Bayswater+Kitchen
Beach Road Kitchen,"30 Beach Rd, Singapore 189763",1.2945467,103.8555792,"Buffet, International, Seafood, Local",ATtYBwLdQ-HUo_zpcPg5dR51MrafIJlUYmSANOMNbd9UCUDGkweXsDHbYpOcUDQcXrHiKi439imZyA7zHNurqulEtnT98xVpaai_miXqBx_ZbzRszSTdEUuJVCs2a9Gu-kjLJ13jm067GtaXhlggA9N20O0o9Kp6hD7-pLhiDt-pIvM0ppd3,https://www.google.com/maps/search/?api=1&query=Beach+Road+Kitchen
The Beacon,"130 Cantonment Rd, Singapore 089775",1.2760017,103.8405073,"Bar, Italian",ATtYBwIbhyIiS2KJZCEQnWhI1Vos4jSIpL1aneDt0iU7iIP_2wsgNLq0UtBAmRbi11LfX9xFto_ZscG9NnIf7NzmBhJcCMvuvcQLzNKKH0KiYjaHEUC_t2qEPcNhQK_CmRMVcMXjx4Y6m4H2DgDJ6Ex4kEs0XW7h-xW4bLFcBgZBieYH4c_G,https://www.google.com/maps/search/?api=1&query=The+Beacon
Bearded Bella,"8 Craig Rd, Singapore 089668",1.2777283,103.8428438,"Australian, Cafe",ATtYBwIyqpNfnO0zYpCphHkYuJvTK6ktxCvwFUxrxOOGic21bMXh28L-9rBatOv3eEqMtEUKaWgEYPLNTPVwzgfeOqGLMit2cqi2dV38-YycGGbxVTomkZOaJEthET3_6bu9-vt-REZmoFRHqM5C4gIGFfKq5SL36P_9ZVEt75DRCJifkdBY,https://www.google.com/maps/search/?api=1&query=Bearded+Bella
Beast & Butterflies,"90 Robertson Quay, Level 1, Singapore 238259",1.2902983,103.8368632,"Bar, Modern European, Fusion, Modern Asian",ATtYBwKxxnyXScIC4JS4umcbF2aO6LMt8sO7ZlJiF2rHepeouX1gNE_YLTG8QjfU-LMA6Og9CEX4MbFofsjNvQ3Mle015M497u7WvUox--c5AWHxTwSFWHvGbXCDcnJ2rdIGRTtlX8EiLS9yQmVSwtIu1wHrRwLpeQdb-b9o_3uqyxr-bms3,https://www.google.com/maps/search/?api=1&query=Beast+%26+Butterflies
The Beast,"17 Jln Klapa, Singapore 199329",1.3043277,103.8597042,"American, Bar, All-Day Breakfast, Cajun",ATtYBwJ_dAWWYJyCQ7JhqvlFXjfyW_is78qNtSENqLEl5OXdTqXVxAgsKzCJKgPXsUlPNPlBXfCyollMLvad8VbCTxpfe1QH0Vx_hqzeroWUPTRNxoMeH7RHxGLHN0XM4CkIWLg2T-5RMeITYIj38jJhL8b0aRDtJCDfj14BpUI-VO2hDNJs,https://www.google.com/maps/search/?api=1&query=The+Beast
Bee Cheng Hiang Grillery,"1359 Serangoon Rd, Singapore 328241",1.3270219,103.8672731,Fusion,ATtYBwIhoX8XyCYZI7W1MlS1HzripXIS5AaU3RZv4VwHBo5FBngsL-iIp5AKM_6JTc8nLk4yQB-xM81LQEkK4cIAJBaps-zBl9k8Rmuhy5laBUKIKW7A_f2LOZvuTmdI128krsCxu8ZqGphu7kyKPEc4W7pNw_q3wlJO2n6ez4csE_bdoh_s,https://www.google.com/maps/search/?api=1&query=Bee+Cheng+Hiang+Grillery
Bee's Knees,"50 Cluny Park Rd, Level 1 Singapore Botanic Gardens, Singapore 257488",1.318974,103.815589,"Vegetarian Friendly, Cafe, Pizza",ATtYBwKRpYf7F-CckomXm0Rh0YcYP6jtxkh8wt1-_8Xts2EoXXWhSAZw1ArApAkTgorn64emVpE0D8dMyhe_Th64sg_HnDY8YBGA4zLJsanf1nb139X2jlFUYU6qYIVOmf22O9_VrM9bfgbggVrgiBLDiyfl1468AKOzRIgZBvP9_hYfl2Ht,https://www.google.com/maps/search/?api=1&query=Bee%27s+Knees
Beer Factory,"25 Church St, #01-07, Singapore 049482",1.2834707,103.8487683,"American, Bar, Indian, Fusion, Middle Eastern, Vegetarian Friendly",ATtYBwLC50PPx6OsvYhtve5aZOWal4nHXuMeH29DVt3isEzDiu0qMWlGwNUu6DqSh9EDexJh_htQ38o73bM9UygFLpb7BueXcwbEDmgF39CUPDm3i7WU8U6yMO9Ly8kDNdUSto3YYxjMIpsVLz9Q6BsNngNSSS-cDuKQtdmQM-PflneEBIw0,https://www.google.com/maps/search/?api=1&query=Beer+Factory
Beirut Grill,"72 Bussorah St, Singapore 199485",1.3009011,103.8599624,"Middle Eastern, Vegetarian Friendly",ATtYBwImL-PHimeFhxNC2d3RhmIqoX1uVkzFo17SvN60Wkal0xTYbSJiiV5SKT94cDv5EgSTeDIOmGMxWmuQHCPBSD4ureDcmf3wz2wyZHdu6YAHBzpXy2mWTPECOEN_bcenzYgEg5L60cHB7ejWO-JTKghu7DFjj7HVEtXAHqZ0eeYDNdk_,https://www.google.com/maps/search/?api=1&query=Beirut+Grill
Bella Pasta,"30 Robertson Quay, #01-09, Singapore 238251",1.291333,103.8414166,Italian,ATtYBwKyk7tpTEXGNz3bru6klXNWJnn_04Jzle6BdHpdJ0TsOGNwWD-mkRh1JZRMui42WmXXZ91l4GTcr94h7jEES0BGyi44zbw1MPTnO4LbO98HI7Vvu56DCsGGwCJyC38f1Kteg4ZN-3RnmuwsOjSeOa1APHN3cvEMXdtrIRYMW_ue0PXT,https://www.google.com/maps/search/?api=1&query=Bella+Pasta
Bella Pizza,"30 Robertson Quay #01-14 Riverside View, Singapore 238251",1.291109,103.8411025,"Italian, Pizza",ATtYBwLp1pScXxL245wcuA2DKCQUoWkFl216iTkM6VgW97i2tH5TSMleWH0pZ23FX2AwfWYDohfkkRZHDbq0dCaePAYy-7LBoUj9QqG3TpsIEz-ye_hNOWrLmax1hUU41FucaMgLJZibKNMTPV_HSmTHWWY432i32QFkhX6q2MfAyMiIxxkW,https://www.google.com/maps/search/?api=1&query=Bella+Pizza
Beng Hiang Restaurant,"135 Jurong Gateway Rd, #02-337, Singapore 600135",1.3338882,103.7404073,Chinese,ATtYBwJh6f7T8onK67GHrh9DsC6YyyqIOPJAJ_wdawAF6_y8pRQoCw5DaaGYGs3Wd40tf-T0m_K-sn835NGVQkCyNkZy1tSb3JyxZw0wPmVIpVCvui7YKV3LuEjAQdG4KLe3eVpo3i6fgdyjEgf5MZKvlPPPyBVBm-WU2jUnkc3A1wAjpSaG,https://www.google.com/maps/search/?api=1&query=Beng+Hiang+Restaurant
